scaling,grid_size,unknowns,processes,local_unknowns,method,overlap,sgs_sweeps,repeat,iterations,relative_residual,total_time,spmv_time,halo_time,preconditioner_time,reduction_time,vector_time,job_id,source_file,time_per_iteration,preconditioner_time_per_iteration,reduction_time_per_iteration
weak,724,524176,8,65884,AS2,2,4,2,449,8.97536e-09,1.30782,0.107271,0.00435442,1.07831,0.0272354,0.041352,216369,results/phase5/stability_rerun/raw/stability_weak_n724_p8_216369.csv,0.002912739420935412,0.002401581291759466,6.0657906458797324e-05
weak,724,524176,8,65884,BJ,0,4,3,462,7.77661e-09,1.11597,0.0724626,0.00429794,0.933067,0.0106635,0.0435345,216369,results/phase5/stability_rerun/raw/stability_weak_n724_p8_216369.csv,0.00241551948051948,0.0020196255411255412,2.308116883116883e-05
weak,724,524176,8,65884,AS1,1,4,3,454,9.39962e-09,1.30097,0.112774,0.00732594,1.08309,0.00798297,0.042169,216369,results/phase5/stability_rerun/raw/stability_weak_n724_p8_216369.csv,0.0028655726872246694,0.002385660792951542,1.7583634361233482e-05
weak,724,524176,8,65884,AS2,2,4,3,449,8.97536e-09,1.30508,0.108445,0.0053002,1.07688,0.0243471,0.0415181,216369,results/phase5/stability_rerun/raw/stability_weak_n724_p8_216369.csv,0.0029066369710467705,0.0023983964365256127,5.422516703786191e-05
weak,724,524176,8,65884,BJ,0,4,4,462,7.77661e-09,1.11382,0.0721612,0.004356,0.933124,0.0087762,0.0435708,216369,results/phase5/stability_rerun/raw/stability_weak_n724_p8_216369.csv,0.002410865800865801,0.0020197489177489177,1.8996103896103894e-05
weak,724,524176,8,65884,AS1,1,4,4,454,9.39962e-09,1.29383,0.109377,0.00195388,1.07539,0.00773509,0.045457,216369,results/phase5/stability_rerun/raw/stability_weak_n724_p8_216369.csv,0.0028498458149779737,0.0023687004405286345,1.7037643171806168e-05
weak,724,524176,8,65884,AS2,2,4,4,449,8.97536e-09,1.30817,0.108611,0.00178293,1.08873,0.0112002,0.0445318,216369,results/phase5/stability_rerun/raw/stability_weak_n724_p8_216369.csv,0.0029135189309576837,0.0024247884187082406,2.494476614699332e-05
weak,724,524176,8,65884,BJ,0,4,5,462,7.77661e-09,1.11229,0.0691371,0.0017936,0.934607,0.0064802,0.0460519,216369,results/phase5/stability_rerun/raw/stability_weak_n724_p8_216369.csv,0.0024075541125541124,0.0020229588744588743,1.4026406926406927e-05
weak,724,524176,8,65884,AS1,1,4,5,454,9.39962e-09,1.29761,0.109775,0.00187353,1.07511,0.0114541,0.0453875,216369,results/phase5/stability_rerun/raw/stability_weak_n724_p8_216369.csv,0.0028581718061674007,0.0023680837004405285,2.5229295154185023e-05
weak,724,524176,8,65884,AS2,2,4,5,449,8.97536e-09,1.30338,0.106701,0.00345303,1.092,0.00854705,0.041752,216369,results/phase5/stability_rerun/raw/stability_weak_n724_p8_216369.csv,0.0029028507795100223,0.0024320712694877508,1.903574610244989e-05
